Comment,Date,Eval_Annot_Dataset,Eval_Loss,Experiment_Name,Learning_Rate,Loss,Max_Seq_Length,Model,Num_Train_Epochs,Train_Annot_Dataset,User,accuracy,f1_macro,f1_micro,f1_negative,f1_neutral,f1_positive,f1_weighted,precision_macro,precision_micro,precision_negative,precision_neutral,precision_positive,precision_weighted,recall_macro,recall_micro,recall_negative,recall_neutral,recall_positive,recall_weighted
No Comment,2020-02-09 19:30:47.261763,cb-annot-en-fr,0.5579362,translate-cb-annot-fr-cb-annot-fr,2e-05,0.6805172,128,bert_model.ckpt,5,cb-annot-en-fr,TPU2,0.852,0.7061161519268709,0.852,0.35537190082644626,0.9156746031746031,0.8473019517795637,0.8460293493348954,0.7350599336591812,0.852,0.4673913043478261,0.9476386036960985,0.7901498929336188,0.8479946170969362,0.6952765161352987,0.852,0.2866666666666667,0.8857965451055663,0.9133663366336634,0.852
No Comment,2020-02-09 19:36:28.377693,cb-annot-en-pt,0.65554774,translate-cb-annot-pt-cb-annot-pt,2e-05,0.5766438,128,bert_model.ckpt,5,cb-annot-en-pt,TPU2,0.864,0.7511603381982478,0.864,0.48163265306122455,0.9231527093596059,0.8486956521739131,0.8599580540342074,0.7892294594383787,0.864,0.6210526315789474,0.9483805668016194,0.7982551799345693,0.8631803153656308,0.7328353910247071,0.864,0.3933333333333333,0.8992322456813819,0.905940594059406,0.864
No Comment,2020-02-09 19:38:35.219893,cb-annot-en-fr,0.4807235,translate-cb-annot-fr-cb-annot-fr,2e-05,0.4984323,128,bert_model.ckpt,3,cb-annot-en-fr,TPU1,0.854,0.688786180900904,0.854,0.3054187192118227,0.9128751210067764,0.8480647024841133,0.8411324817889989,0.7670123446517884,0.854,0.5849056603773585,0.9208984375,0.7952329360780065,0.8449301166413165,0.6733576371072808,0.854,0.20666666666666667,0.9049904030710173,0.9084158415841584,0.854
No Comment,2020-02-09 19:44:07.047272,cb-annot-en-pt,0.47827333,translate-cb-annot-pt-cb-annot-pt,2e-05,0.5147011,128,bert_model.ckpt,3,cb-annot-en-pt,TPU1,0.838,0.5994153049361913,0.838,0.0625,0.9112426035502958,0.8245033112582782,0.8125442341980486,0.7270478599462865,0.838,0.5,0.9371196754563894,0.7440239043824701,0.8263250082832968,0.6148648406107405,0.838,0.03333333333333333,0.8867562380038387,0.9245049504950495,0.838
No Comment,2020-02-09 19:55:48.886387,cb-annot-en,0.6219092,zeroshot-cb-annot-en-cb-annot-en,2e-05,0.5990039,128,bert_model.ckpt,5,cb-annot-en,TPU2,0.867,0.7564628238889041,0.867,0.4919354838709678,0.9231522271169849,0.8543007606787595,0.8629949789324906,0.7915725994844435,0.867,0.6224489795918368,0.942057942057942,0.8102108768035516,0.8648210555102104,0.7383741387574458,0.867,0.4066666666666667,0.9049904030710173,0.9034653465346535,0.867
No Comment,2020-02-09 19:57:10.956407,cb-annot-en-de,1.4272891,zeroshot-cb-annot-en-cb-annot-de,2e-05,1.4156115,128,bert_model.ckpt,5,cb-annot-en,TPU2,0.7085,0.5653029827756161,0.7085,0.2828282828282828,0.7914789020893076,0.6216017634092578,0.6846997416179906,0.6795817228155879,0.7085,0.5833333333333334,0.6904932094353109,0.7649186256781193,0.7125240868897572,0.5457482859610338,0.7085,0.18666666666666668,0.927063339731286,0.5235148514851485,0.7085
No Comment,2020-02-09 19:58:37.693943,cb-annot-en-es,0.8696663,zeroshot-cb-annot-en-cb-annot-es,2e-05,0.8449938,128,bert_model.ckpt,5,cb-annot-en,TPU2,0.82,0.6478730559085523,0.82,0.24870466321243523,0.8839556004036326,0.8109589041095889,0.8068211148114992,0.7392282378843839,0.82,0.5581395348837209,0.9319148936170213,0.727630285152409,0.8213507598923204,0.638844187681724,0.82,0.16,0.8406909788867563,0.9158415841584159,0.82
No Comment,2020-02-09 20:00:01.032564,cb-annot-en-fr,0.7414142,zeroshot-cb-annot-en-cb-annot-fr,2e-05,0.77145207,128,bert_model.ckpt,5,cb-annot-en,TPU2,0.839,0.6954392693592834,0.839,0.35242290748898675,0.9014803471158754,0.832414553472988,0.8323984585121322,0.7443000369942533,0.839,0.5194805194805194,0.9629225736095965,0.7504970178926441,0.843844495040267,0.6828271454784635,0.839,0.26666666666666666,0.8474088291746641,0.9344059405940595,0.839
No Comment,2020-02-09 20:01:24.240285,cb-annot-en-pt,0.85008466,zeroshot-cb-annot-en-cb-annot-pt,2e-05,0.88297683,128,bert_model.ckpt,5,cb-annot-en,TPU2,0.8145,0.6468986243003167,0.8145,0.2545454545454546,0.8882410106899903,0.7979094076655052,0.8042198763572581,0.6837491456893927,0.8145,0.4,0.8996062992125984,0.7516411378555798,0.802357901583418,0.6380245001467518,0.8145,0.18666666666666668,0.8771593090211133,0.8502475247524752,0.8145
No Comment,2020-02-09 20:03:31.573200,cb-annot-en,0.5037932,zeroshot-cb-annot-en-cb-annot-en,2e-05,0.5401516,128,bert_model.ckpt,3,cb-annot-en,TPU1,0.8555,0.7162514258271303,0.8554999999999999,0.3893805309734513,0.9183180280328661,0.8410557184750734,0.8474337426920617,0.7677676049486147,0.8555,0.5789473684210527,0.9250243427458618,0.7993311036789298,0.8482885010884605,0.6974726081053403,0.8555,0.29333333333333333,0.9117082533589251,0.8873762376237624,0.8555
No Comment,2020-02-09 20:04:56.129078,cb-annot-en-de,1.4470856,zeroshot-cb-annot-en-cb-annot-de,2e-05,1.6112307,128,bert_model.ckpt,3,cb-annot-en,TPU1,0.629,0.474729325832554,0.629,0.2808510638297872,0.7524020694752402,0.3909348441926346,0.5710029850376585,0.6082384451635389,0.629,0.38823529411764707,0.6117788461538461,0.8247011952191236,0.6810337087735032,0.4843851630844467,0.629,0.22,0.9769673704414588,0.2561881188118812,0.629
